,Host,TikTok,,Level,Month,Discord,Agent,Ranks,Bonus,New,Tix,Days,Day Pace,Active,Days Left,Hours,Hrs Goal,Hours Left,💎,Status,💎 Last 30,Growth %,Grad Left,-1 Month 💎,-2 Month 💎,-1 Level,-2 Level,Score,Earned,Gifted,Running,Multiply,Unlocked,LH,LH Camps
318,7483247953637916688,montanafougere,GO,-1,12,,,0,0,2,0,0,0%,Y,1.00,1,15,14,427,,427,-6%,NR,452,196,-1,-1,0,0,0,0,-,0,FALSE,FALSE
319,7499632144470507521,afternoon_dream007,GO,-1,10,,,0,0,1,0,1,5%,Y,1.00,1,15,14,425,,425,158%,NR,165,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
321,7541631419496415287,stefanineemann,GO,-1,7,@stefani.neemann,,0,0,20,0,2,9%,Y,1.00,2,15,13,410,,412,1106%,NR,34,62,-1,-1,0,0,0,0,-,0,FALSE,FALSE
322,7521902300512960529,pmarsha423gmail.com,GO,-1,8,,,0,0,3,0,3,14%,Y,1.00,6,15,9,404,,458,-65%,NR,"1,141","7,852",-1,2,0,0,0,0,-,0,FALSE,FALSE
325,7503687878057295873,brick2424,GO,-1,10,@brigette2025,,0,0,48,0,1,5%,Y,1.00,3,15,12,334,,334,33%,NR,252,171,-1,-1,0,0,0,0,-,0,FALSE,FALSE
326,7359139317958049797,mjjurassic,GO,-1,24,@mjjurassic,,0,0,0,0,0,0%,Y,1.00,0,15,15,332,,332,1853%,NR,17,20,-1,-1,0,0,0,0,-,0,FALSE,FALSE
327,7422214040686149633,thelyonsband,GO,-1,4,@truth9529,,0,0,10,0,1,5%,Y,1.00,1,15,14,331,,394,-87%,-12,"2,540","1,217",-1,-1,0,0,0,0,-,0,FALSE,FALSE
328,7596188620743000119,rootofrestoration,GO,-1,2,@delilahko,,0,0,14,0,4,18%,Y,1.00,12,15,3,321,✦,321,1238%,45,24,,-1,,0,0,0,0,1x,0,FALSE,FALSE
329,7532341639478558775,zakiyahnadir01,GO,-1,7,@zakiyahnadir25,SVEN,0,0,22,1K,1,5%,Y,1.00,5,15,10,308,,308,93%,NR,160,80,-1,-1,0,0,0,0,-,0,FALSE,FALSE
330,7561842881749893134,bath_matty,GO,-1,5,@matt031475,SVEN,0,0,2,0,2,9%,Y,1.00,5,15,10,302,,302,-95%,NR,"5,579","1,940",-1,1,0,0,0,0,-,0,FALSE,FALSE
331,7545275004133523470,1codybentley,GO,-1,6,@1codybentley,BRYTON,0,0,4,0,4,18%,Y,1.00,7,15,8,285,,285,-90%,NR,"2,796","31,796",-1,2,0,0,0,0,-,0,FALSE,FALSE
332,7359138375443709957,yaboiidomo27,GO,-1,25,@yaboiidomo27,,0,0,7,0,4,18%,Y,1.00,7,15,8,259,,259,-68%,NR,804,79,-1,-1,0,0,0,0,-,0,FALSE,FALSE
333,7396679012728487937,iamchief313,GO,-1,4,,,0,0,13,0,0,0%,Y,1.00,1,15,14,252,,252,664%,-19,33,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
334,7540422547419217975,lalaloopsy.daisy,GO,-1,7,,,0,0,27,0,4,18%,Y,1.00,10,15,5,248,,248,570%,NR,37,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
336,7359138654733926405,01cumminspassenger,GO,-1,25,@alexismerritt,DYLAN,0,0,1,0,0,0%,Y,1.00,0,15,15,244,,244,-63%,NR,654,"1,677",-1,-1,0,0,0,0,-,0,FALSE,FALSE
338,7359135268504469509,jeremygregorymusic,GO,-1,34,@jeremygregorymusic,,0,0,1,0,1,5%,Y,1.00,1,15,14,224,,224,-90%,NR,"2,178",0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
339,7516705469575086096,zacairy,GO,-1,9,@zacairs,,0,0,5,0,1,5%,Y,1.00,2,15,13,218,,218,652%,NR,29,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
340,7564942466756132919,bladerelic,GO,-1,5,@bladerelic,,0,0,1,0,2,9%,Y,1.00,3,15,12,208,,208,-5%,NR,218,50,-1,-1,0,0,0,0,-,0,FALSE,FALSE
341,7391918697927032848,owlympian4,GO,-1,20,,,0,0,0,0,0,0%,Y,1.00,0,15,15,199,,199,N,NR,0,500,-1,-1,0,0,0,0,-,0,FALSE,FALSE
344,7438031460512055313,99boopyboopy,GO,-1,16,@99boopyboopy,,0,0,11,1K,0,0%,Y,1.00,1,15,14,187,,801,-70%,NR,614,"2,893",-1,-1,0,0,0,0,-,0,FALSE,FALSE
345,7381724490935418881,iluvbeingt,GO,-1,7,@supermodelt,SVEN,0,0,26,1K,1,5%,Y,1.00,3,15,12,182,,182,18100%,NR,1,2,-1,-1,0,0,0,0,-,0,FALSE,FALSE
346,7460332171950161936,dimplesarelife,GO,-1,4,,SVEN,0,0,0,0,0,0%,Y,1.00,1,15,14,178,,191,-99%,-12,"17,553","12,609",-1,-1,0,0,0,0,-,0,FALSE,FALSE
348,7528205495350509569,its_me_princess2,GO,-1,7,@princesshiilei,,0,0,2,1K,0,0%,Y,1.00,0,15,15,177,,177,-93%,NR,"2,531",697,-1,-1,0,0,0,0,-,0,FALSE,FALSE
349,7563830142955634743,daddylilsky24,GO,-1,5,,,0,0,2,0,2,9%,Y,1.00,2,15,13,171,,849,-97%,NR,"5,197","79,365",-1,0,0,0,0,0,-,0,FALSE,FALSE
350,7585352104148090935,pnwliving,GO,-1,3,,,0,0,5,0,1,5%,Y,1.00,1,15,14,148,✦,166,-98%,NR,"6,108","7,220",-1,-1,0,0,0,0,1x,0,FALSE,FALSE
352,7359139194351976453,mattdd1984,GO,-1,5,@mattdd1984,,0,0,0,0,0,0%,Y,1.00,0,15,15,145,,145,N,NR,0,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
353,7543362555650195511,glowymariia,GO,-1,7,@glowymariia,,0,0,28,3K,2,9%,Y,1.00,3,15,12,144,,154,-88%,NR,"1,189","8,632",-1,-1,0,0,0,0,-,0,FALSE,FALSE
354,7359139490306195461,queenb_597,GO,-1,23,@queenlalo,,0,0,0,0,0,0%,Y,1.00,0,15,15,144,,148,-3%,NR,148,127,-1,-1,0,0,0,0,-,0,FALSE,FALSE
355,7359135286036561926,lsxcrew,GO,-1,34,@lsxcrew,,0,0,0,27K,0,0%,Y,1.00,0,15,15,136,,136,-73%,NR,511,754,-1,-1,0,"2,500",0,500,-,0,FALSE,FALSE
356,7426443199394185233,jarajj1,GO,-1,17,,,0,0,0,0,2,9%,Y,1.00,4,15,11,130,,701,-95%,NR,"2,420","6,409",-1,-1,0,0,0,0,-,0,FALSE,FALSE
359,7359139337948168197,empress3y3s,GO,-1,24,@spiritual_muse,,0,0,12,0,1,5%,Y,1.00,3,15,12,122,,122,-86%,NR,871,264,-1,-1,0,0,0,0,-,0,FALSE,FALSE
360,7389049411298574352,gfmusic27,GO,-1,20,@gfmusic,DYLAN,0,0,4,0,1,5%,Y,1.00,2,15,13,119,,120,-74%,NR,454,2,-1,-1,0,0,0,0,-,0,FALSE,FALSE
361,7425644891335819265,amberlmccrea,GO,-1,17,@therapeuticnutritionist,DYLAN,0,0,4,5K,1,5%,Y,1.00,4,15,11,118,,118,-67%,NR,353,"10,549",-1,-1,0,0,0,0,-,0,FALSE,FALSE
362,7428383908431036432,nena.garcia31,GO,-1,1,,,0,0,4,0,0,0%,Y,0.57,0,15,15,115,✦,115,#DIV/0!,72,,,,,0,0,0,0,1x,0,FALSE,FALSE
363,7460667852887162896,sarahnichole2015,GO,-1,14,@mrswifey3911,,0,0,12,0,1,5%,Y,1.00,2,15,13,108,,108,N,NR,0,0,-1,-1,0,"6,250",0,"6,250",-,0,FALSE,FALSE
364,7371387539011371009,kieranroyce,GO,-1,22,@kieranroyce,,0,0,2,0,3,14%,Y,1.00,6,15,9,106,,106,N,NR,0,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
365,7566296221736845367,crystalcrist.author,GO,-1,5,@crystalcrist.author,,0,0,8,0,1,5%,Y,1.00,3,15,12,95,,95,-94%,NR,"1,541","1,358",-1,-1,0,0,0,0,-,0,FALSE,FALSE
366,7359136303201484805,jackijing,GO,-1,30,@jackijing,,0,0,4,0,5,23%,Y,1.00,13,15,2,93,,93,166%,NR,35,3,-1,-1,0,0,0,0,-,0,FALSE,FALSE
367,7368837736997847041,kelli70548,GO,-1,2,@kelli70548.,,0,0,2,0,1,5%,Y,1.00,5,15,10,82,✦,82,257%,31,23,,-1,,0,0,0,0,1x,0,FALSE,FALSE
368,7535918466948284471,kloud9thedj,GO,-1,7,,,0,0,0,0,0,0%,Y,1.00,0,15,15,81,,81,636%,NR,11,"1,257",-1,0,0,0,0,0,-,0,FALSE,FALSE
369,7485160564730396673,serenityxo89,GO,-1,12,,,0,0,0,0,0,0%,Y,1.00,0,15,15,70,,70,N,NR,0,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
370,7504826782965760017,katelyn.mitchell23,GO,-1,2,@katelynmitchell0291,,0,0,11,0,5,23%,Y,1.00,10,15,5,67,✦,67,N,48,0,,-1,,0,0,0,0,1x,0,FALSE,FALSE
372,7481422591517884432,tattedwendy,GO,-1,7,@tattoos1431,,0,0,0,0,0,0%,Y,1.00,0,15,15,60,,60,N,NR,0,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
372,7368773659420344337,justhelpone,GO,-1,3,@scottshipman,,0,0,6,0,0,0%,Y,1.00,1,15,14,60,✦,60,-79%,20,291,803,-1,-1,0,0,0,0,1x,0,FALSE,FALSE
373,7451459387350319120,its_your_girl490,GO,-1,15,@talithagrimmett,SVEN,0,0,39,0,4,18%,Y,1.00,9,15,6,58,,58,N,NR,0,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
375,7359135811868557317,lindsey.lou.whoo,GO,-1,31,@lindseylouwhoo,BRYTON,0,0,0,0,0,0%,Y,1.00,0,15,15,52,,52,N,NR,0,0,-1,-1,0,"3,194",0,"3,194",-,0,FALSE,FALSE
376,7433137488866164753,iluvgg_,GO,-1,16,@iluvgg_,,0,0,2,0,0,0%,Y,1.00,0,15,15,50,,50,-99%,NR,"5,421",21,-1,-1,0,0,0,0,-,0,FALSE,FALSE
377,7359137874656165893,djfiretechnodjnyc,GO,-1,7,@djfire47,,0,0,0,0,0,0%,Y,1.00,0,15,15,45,,45,-92%,NR,585,"1,264",-1,-1,0,0,0,0,-,0,FALSE,FALSE
378,7421067575049601041,yayarodz007,GO,-1,17,@yayaflora,,0,0,0,5K,0,0%,Y,1.00,0,15,15,44,,44,-98%,NR,"2,289","1,457",-1,-1,0,"10,000",0,"10,000",-,0,- / -,0
380,7548614938793721869,kushpvpi42,GO,-1,6,@kushpvpi.,,0,0,0,2K,0,0%,Y,1.00,0,15,15,41,,41,720%,NR,5,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
380,7359139528692662278,maineventswag,GO,-1,19,@swag804,SVEN,0,0,54,2K,1,5%,Y,1.00,1,15,14,41,,437,-98%,NR,"1,749","4,569",-1,0,0,0,0,0,-,0,FALSE,FALSE
381,7546213073846124557,xellienicolex,GO,-1,6,@paperleo,SVEN,0,0,29,0,2,9%,Y,1.00,5,15,10,39,,39,N,NR,0,"10,312",-1,-1,0,0,0,0,-,0,FALSE,FALSE
383,7524533007961751553,bananasuperwoman,GO,-1,2,,,0,0,69,0,1,5%,Y,1.00,1,15,14,37,✦,37,-99%,38,"5,769",,-1,,0,0,0,0,1x,0,FALSE,FALSE
385,7452134090184278017,jae_moe97,GO,-1,7,,,0,0,16,0,3,14%,Y,1.00,7,15,8,34,,34,-24%,NR,45,190,-1,-1,0,0,0,0,-,0,FALSE,FALSE
386,7534083780236132366,giraffewalrus1,GO,-1,7,@giraffewalrus,,0,0,7,2K,4,18%,Y,1.00,5,15,10,32,,120,-78%,NR,143,17,-1,-1,0,0,0,0,-,0,FALSE,FALSE
387,7563794153663119373,taylorstimeline,GO,-1,5,@taylorstimeline,SHAVONNE,0,0,11,0,0,0%,Y,1.00,1,15,14,31,,31,-21%,NR,39,218,-1,-1,0,0,0,0,-,0,FALSE,FALSE
388,7497406457571328001,nickisham,GO,-1,11,@nickisham8650,,0,0,9,2K,0,0%,Y,1.00,0,15,15,29,,29,-90%,NR,299,3,-1,-1,0,"1,250",0,"1,250",-,0,FALSE,FALSE
389,7464045881944326160,lexiliynn,GO,-1,14,,,0,0,0,0,0,0%,Y,1.00,1,15,14,28,,28,N,NR,0,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
390,7359135028791771142,mortgagemagicmike,GO,-1,37,@mortgagemagicmike,,0,0,0,0,0,0%,Y,1.00,0,15,15,23,,24,-89%,NR,213,0,-1,-1,0,"1,500",0,"1,500",-,0,FALSE,FALSE
391,7554063085410172941,madysen_luebke,GO,-1,1,@madyyy211,ALLIE,0,0,0,0,0,0%,Y,0.32,0,15,15,23,✦,23,#DIV/0!,79,,,,,0,0,0,0,1x,0,FALSE,FALSE
392,7385256657963499537,sammirios_,GO,-1,21,@xosammi.,,0,0,2,0,0,0%,Y,1.00,0,15,15,22,,22,-100%,NR,"4,889",0,-1,-1,0,0,0,0,-,0,,0
393,7515236092191195153,lunawolf4595,GO,-1,9,@morgen0054,,0,0,1,0,1,5%,Y,1.00,1,15,14,21,,21,N,NR,0,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
394,7576587015379173390,xrheaofficial,GO,-1,4,@darkkkvader,,0,0,10,0,2,9%,Y,1.00,6,15,9,20,,20,-96%,-8,532,"5,889",-1,-1,0,0,0,0,-,0,FALSE,FALSE
395,7433891077771476993,alchemy.blue,GO,-1,16,,,0,0,0,0,1,5%,Y,1.00,2,15,13,17,,17,N,NR,0,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
396,7535212687584903181,dannybartok,GO,-1,7,,,0,0,18,0,1,5%,Y,1.00,7,15,8,16,,16,220%,NR,5,5,-1,-1,0,0,0,0,-,0,FALSE,FALSE
397,7359135422100013061,kittydollface,GO,-1,21,,,0,0,0,0,0,0%,Y,1.00,0,15,15,15,,15,N,NR,0,2,-1,-1,0,0,0,0,-,0,FALSE,FALSE
399,7359135407319285766,user_15253637,GO,-1,33,@bookitwithc,,0,0,0,0,0,0%,Y,1.00,0,15,15,15,,15,N,NR,0,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
399,7359135160358567942,rahjaedadrummer,GO,-1,35,@rahjaeoffixiall,,0,0,7,0,1,5%,Y,1.00,1,15,14,15,,15,N,NR,0,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
400,7405592604387246096,hunterreesepena,GO,-1,19,@bench_warma,,0,0,3,8K,0,0%,Y,1.00,0,15,15,14,,14,N,NR,0,0,-1,-1,0,"94,000",0,"2,000",-,0,,0
401,7359135688387821573,ellaseebacherxmusic,GO,-1,32,,,0,0,5,0,0,0%,Y,1.00,0,15,15,14,,14,N,NR,0,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
403,7534272981367930894,sweettd724,GO,-1,7,@sweett724b,JEREMIAH,0,0,0,1K,0,0%,Y,1.00,0,15,15,12,,12,-98%,NR,595,386,-1,-1,0,0,0,0,-,0,FALSE,FALSE
404,7430962860202901505,maggieharmonnn,GO,-1,17,,,0,0,7,0,0,0%,Y,1.00,0,15,15,12,,12,N,NR,0,107,-1,-1,0,0,0,0,-,0,FALSE,FALSE
405,7359138466481307654,mtv_nelson,GO,-1,25,@nelson1134_74442,,0,0,0,0,0,0%,Y,1.00,0,15,15,11,,11,N,NR,0,42,-1,-1,0,0,0,0,-,0,,0
406,7478855821783253008,gardeninggrant,GO,-1,12,@gardeninggrant,,0,0,8,0,1,5%,Y,1.00,1,15,14,11,,885,-99%,NR,874,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
407,7363316839583268881,darland.jason,GO,-1,22,,,0,0,0,0,0,0%,Y,1.00,0,15,15,10,,10,N,NR,0,3,-1,-1,0,0,0,0,-,0,FALSE,FALSE
408,7359135855132311557,wegoode1,GO,-1,14,,COLTON,0,0,0,0,0,0%,Y,1.00,0,15,15,10,,10,N,NR,0,24,-1,-1,0,0,0,0,-,0,FALSE,FALSE
410,7359135748324425734,jasoncohenofficial,GO,-1,32,,,0,0,3,0,0,0%,Y,1.00,0,15,15,9,,9,N,NR,0,0,-1,-1,0,"2,000",0,"2,000",-,0,,0
410,7597968965910183950,anaylanaee,GO,-1,2,,,0,0,5,0,1,5%,Y,1.00,2,15,13,9,✦,9,-77%,50,39,,-1,,0,0,0,0,1x,0,FALSE,FALSE
412,7454733986905161745,coach_kmack,GO,-1,14,@life_coach_kmack.,,0,0,0,0,0,0%,Y,1.00,0,15,15,7,,7,-30%,NR,10,1,-1,-1,0,"2,000",0,0,-,0,FALSE,FALSE
413,7457698867681984513,hayleyhelminski,GO,-1,14,,COLTON,0,0,0,0,0,0%,Y,1.00,0,15,15,7,,7,-98%,NR,306,"1,594",-1,-1,0,0,0,0,-,0,FALSE,FALSE
416,7550060797972463629,riahchamp,GO,-1,6,,,0,0,1,0,0,0%,Y,1.00,1,15,14,6,,6,-99%,NR,"1,023",0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
417,7538899445430403085,unruly_roxi,GO,-1,7,,,0,0,0,0,0,0%,Y,1.00,0,15,15,6,,6,500%,NR,1,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
418,7535262866870681613,dyylpicklle,GO,-1,7,,,0,0,1,0,1,5%,Y,1.00,1,15,14,6,,6,N,NR,0,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
419,7359136236633718790,willowshaze420,GO,-1,3,,,0,0,3,0,1,5%,Y,1.00,2,15,13,5,✦,17,-99%,1,954,175,-1,-1,0,0,0,0,1x,0,FALSE,FALSE
420,7359139753872097285,raatheone,GO,-1,22,@raatheone,,0,0,1,0,0,0%,Y,1.00,1,15,14,5,,5,N,NR,0,437,-1,-1,0,0,0,0,-,0,FALSE,FALSE
421,7359139396219600901,jonathan_visuals_436,GO,-1,24,,,0,0,0,0,0,0%,Y,1.00,0,15,15,5,,5,-38%,NR,8,6,-1,-1,0,0,0,0,-,0,FALSE,FALSE
423,7573809271054352398,rishka_silvie,GO,-1,4,@ray068981,,0,0,4,0,1,5%,Y,1.00,1,15,14,4,,4,-87%,-16,30,134,-1,-1,0,0,0,0,-,0,FALSE,FALSE
424,7426527818483236880,hotworkmusic,GO,-1,17,@hotworkmusic,,0,0,0,7K,3,14%,Y,1.00,7,15,8,4,,4,N,NR,0,46,-1,-1,0,"10,000",0,0,-,0,FALSE,FALSE
425,7445083336403533825,dwayne6sr,GO,-1,6,@dwayne_sr,,0,0,0,0,0,0%,Y,1.00,0,15,15,3,,3,-25%,NR,4,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
427,7607844338743164941,jamesanorkawich,GO,-1,1,@jamesanorkawichofficial,DYLAN,0,0,3,0,0,0%,Y,0.43,1,15,14,3,✦,3,#DIV/0!,76,,,,,0,0,0,0,1x,0,FALSE,FALSE
427,7608679729838931982,cloakedrevolution,GO,-1,1,@cloakedrevolution,,0,0,105,0,3,14%,Y,0.32,10,15,5,3,✦,3,#DIV/0!,79,,,,,0,0,0,0,1x,0,FALSE,FALSE
428,7454733148983820304,kristenn_wilson,GO,-1,14,@kkwilson_,DYLAN,0,0,4,0,0,0%,Y,1.00,0,15,15,2,,2,-100%,NR,"1,724",8,-1,-1,0,0,0,0,-,0,FALSE,FALSE
429,7542995911794933773,alexarennae24,GO,-1,7,,,0,0,1,0,1,5%,Y,1.00,1,15,14,2,,2,N,NR,0,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
430,7551977020750741559,cino.rno,GO,-1,6,@cino.rno_54857,,0,0,3,0,1,5%,Y,1.00,1,15,14,2,,2,-100%,NR,"1,023",1,-1,-1,0,0,0,0,-,0,FALSE,FALSE
431,7359136342216966149,embarrassment_yazzzzzzz,GO,-1,1,,,0,0,0,0,1,5%,Y,0.93,2,15,13,2,✦,2,#DIV/0!,62,,,,,0,0,0,0,1x,0,FALSE,FALSE
436,7574204783561654327,haileymarie.04,GO,-1,4,@itz_hay7284,,0,0,2,0,0,0%,Y,1.00,0,15,15,2,,2,N,-15,0,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
433,7554923164661268494,ogdiablos,GO,-1,6,@xdiablos,BRYTON,0,0,0,0,0,0%,Y,1.00,0,15,15,2,,2,-100%,NR,"6,757","7,010",-1,-1,0,0,0,0,-,0,FALSE,FALSE
434,7532520627404849166,888_fai_fai,GO,-1,7,,,0,0,47,0,1,5%,Y,1.00,2,15,13,2,,2,-99%,NR,208,722,-1,-1,0,0,0,0,-,0,FALSE,FALSE
435,7359139450280116230,ladybug_usa1,GO,-1,23,,,0,0,0,0,0,0%,Y,1.00,0,15,15,2,,2,100%,NR,1,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
436,7462507750791348240,kaybaby2141,GO,-1,14,@kay2147122,,0,0,8,0,4,18%,Y,1.00,11,15,4,2,,2,N,NR,0,0,-1,-1,0,"2,500",0,"2,500",-,0,FALSE,FALSE
437,7559934933175877645,moneysignpeso,GO,-1,5,@moneysignpeso,SHAVONNE,0,0,0,0,7,32%,Y,1.00,13,15,2,1,,1,N,NR,0,23,-1,2,0,0,0,0,-,0,FALSE,FALSE
439,7359139366972915717,queenhoneybeeluv7,GO,-1,24,@blipty.,,0,0,0,1K,0,0%,Y,1.00,0,15,15,1,,1,-97%,NR,31,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
440,7435985741508870145,geeky_feyn,GO,-1,12,@geeky_feyn,,0,0,2,0,2,9%,Y,1.00,4,15,11,1,,2,0%,NR,1,133,-1,-1,0,0,0,0,-,0,FALSE,FALSE
441,7567088407923638285,t3jay_gaming,GO,-1,4,@tj2319,JOE,0,0,2,0,3,14%,Y,1.00,5,15,10,1,,1,0%,NR,1,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
442,7379451629730299905,thesequelscream,GO,-1,21,@screamthesequel,,0,0,1,0,2,9%,Y,1.00,4,15,11,1,,1,-95%,NR,20,38,-1,-1,0,0,0,0,-,0,FALSE,FALSE
444,7359135448591040518,firefly_kat26,GO,-1,33,@firefly_kat26,,0,0,0,0,0,0%,Y,1.00,0,15,15,1,,1,N,NR,0,1,-1,-1,0,"1,000",0,"1,000",-,0,20d / 60h,0
444,7446625208414371841,d.russss,GO,-1,15,,,0,0,0,0,0,0%,Y,1.00,0,15,15,1,,1,N,NR,0,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
451,7359137883216805893,prodigalmediumgabe,GO,-1,6,@gabrieljames2021,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,,10,-100%,NR,"4,480","71,241",-1,0,0,0,0,0,-,0,FALSE,FALSE
452,7571863711502090253,maritanightingale6,GO,-1,4,@maritanightingale6,SVEN,0,0,0,3K,0,0%,Y,1.00,0,15,15,0,,0,-100%,-12,330,"63,527",-1,0,0,0,0,0,-,0,FALSE,FALSE
456,7359139067122057222,phiva357,GO,-1,24,@phiva357,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,,0,-100%,NR,154,"17,756",-1,1,0,"3,500",0,"3,500",-,0,FALSE,FALSE
457,7562950510282686478,britni_ncle,GO,-1,4,@brittany20700,,0,0,0,2K,0,0%,Y,1.00,0,15,15,0,,0,-100%,-16,279,"34,581",-1,1,0,"2,000",0,0,-,0,FALSE,FALSE
458,7569375635290865678,plutovegas,GO,-1,4,,TRENTON,0,0,0,0,0,0%,Y,1.00,0,15,15,0,,0,-100%,NR,1,0,-1,1,0,0,0,0,-,0,FALSE,FALSE
459,7554197620911095863,realmelina,GO,-1,6,@officialrealmelina,SVEN,0,0,0,7K,0,0%,Y,1.00,0,15,15,0,,0,-100%,NR,"3,674","37,149",-1,-1,0,"25,800",0,"20,000",-,0,FALSE,FALSE
460,7359136670739922949,jabbartiller,GO,-1,29,@gawdtiller,,0,0,0,2K,0,0%,Y,1.00,0,15,15,0,,"2,117",-100%,NR,"2,728",20,-1,-1,0,"18,750",0,"3,750",-,0,FALSE,FALSE
461,7359138627353346053,darealkingtee54,GO,-1,25,,,0,0,0,0,1,5%,Y,1.00,2,15,13,0,,0,-100%,NR,14,43,-1,-1,0,0,0,0,-,0,FALSE,FALSE
462,7359138218312204294,prettygirlglaze,GO,-1,25,@prettygirlglaze,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,,0,N,NR,0,2,-1,-1,0,0,0,0,-,0,FALSE,FALSE
463,7359138435900407813,lalibibaby,GO,-1,25,,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,,"12,505",-100%,NR,"12,505",0,-1,-1,0,0,0,0,-,0,,0
464,7359139187003490309,daaniiieellee,GO,-1,24,@daaniiieellee,,0,0,0,1K,0,0%,Y,1.00,0,15,15,0,,0,-100%,NR,23,96,-1,-1,0,"2,000",0,0,-,0,FALSE,FALSE
465,7359139181223870469,maryannharrison50,GO,-1,24,@maryannharrison,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,,0,-100%,NR,6,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
466,7359139303286603782,queenactivation,GO,-1,24,,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,,0,N,NR,0,"2,507",-1,-1,0,0,0,0,-,0,FALSE,FALSE
467,7359139856754376709,mf.josh,GO,-1,23,@mf.josh.tiktok,BRYTON,0,0,0,0,0,0%,Y,1.00,0,15,15,0,,0,-100%,NR,"1,347",16,-1,-1,0,0,0,0,-,0,FALSE,FALSE
468,7359139652948754437,carmlllababy,GO,-1,23,,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,,0,N,NR,0,1,-1,-1,0,0,0,0,-,0,FALSE,FALSE
469,7363815617020936193,dallrulz,GO,-1,22,@dallrulz,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,,0,N,NR,0,56,-1,-1,0,0,0,0,-,0,,0
470,7369837133156352017,crazytrainfizzness,GO,-1,22,@crazytrainfizzness,BRYTON,0,0,0,0,0,0%,Y,1.00,0,15,15,0,,0,N,NR,0,128,-1,-1,0,0,0,0,-,0,FALSE,FALSE
471,7359134700117458949,minderella1teamspreadluv,GO,-1,42,@minderella_teamspreadluv3233,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,,0,-100%,NR,"4,198","32,941",-1,0,0,0,0,0,-,0,FALSE,FALSE
472,7390780180744355841,talkwithyourfingers,GO,-1,20,@andyyyyyyyyy4049,DYLAN,0,0,0,400,0,0%,Y,1.00,0,15,15,0,,0,-100%,NR,"4,081","1,592",-1,-1,0,"1,500",0,"1,500",-,0,FALSE,FALSE
473,7389722430337728528,djdaltonharris,GO,-1,20,,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,,0,-100%,NR,3,0,-1,-1,0,0,0,0,-,0,FALSE,FALSE
474,7389887665182818321,due.4a.win_,GO,-1,20,,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,,0,N,NR,0,20,-1,-1,0,0,0,0,-,0,FALSE,FALSE
475,7393099990975004689,savi_trends,GO,-1,20,,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,,0,N,NR,0,3,-1,-1,0,0,0,0,-,0,FALSE,FALSE
476,7386880141139427344,janettlyy,GO,-1,20,,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,,0,N,NR,0,156,-1,-1,0,0,0,0,-,0,FALSE,FALSE
477,7359136608869711878,ambernicolesings,GO,-1,3,@ambernicolemusicc,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,✦,0,N,NR,0,"24,144",-1,-1,0,0,0,0,1x,0,FALSE,FALSE
478,7404186556812214289,bootsy_collins,GO,-1,19,,,0,0,0,0,0,0%,Y,1.00,0,15,15,0,,"1,256",-100%,NR,"1,256",697,-1,-1,0,0,0,0,-,0,FALSE,FALSE
